lemma,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,sum,wpm
[READER],23.0,25.0,20.0,31.0,12.0,15.0,15.0,8.0,5.0,4.0,10.0,6.0,8.0,10.0,8.0,1.0,6.0,4.0,4.0,215.0,1.8859649122807018
[UTTERANCE],10.0,37.0,41.0,32.0,23.0,22.0,11.0,13.0,8.0,6.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,214.0,1.8771929824561404
[CONTROL],5.0,4.0,6.0,8.0,6.0,4.0,6.0,2.0,13.0,16.0,12.0,16.0,16.0,30.0,12.0,15.0,25.0,8.0,9.0,213.0,1.868421052631579
[MOTHER],11.0,11.0,5.0,14.0,8.0,11.0,12.0,14.0,11.0,14.0,5.0,10.0,13.0,13.0,9.0,11.0,11.0,15.0,13.0,211.0,1.8508771929824561
[KEY],6.0,9.0,10.0,9.0,13.0,8.0,9.0,6.0,10.0,11.0,14.0,9.0,14.0,6.0,18.0,18.0,18.0,10.0,11.0,209.0,1.8333333333333333
[VOICE],10.0,9.0,9.0,11.0,9.0,15.0,7.0,18.0,17.0,12.0,8.0,10.0,14.0,14.0,8.0,3.0,13.0,8.0,14.0,209.0,1.8333333333333333
[HONOR],7.0,17.0,20.0,12.0,18.0,8.0,10.0,16.0,18.0,17.0,11.0,12.0,5.0,7.0,7.0,6.0,10.0,2.0,5.0,208.0,1.8245614035087718
[BODY],6.0,11.0,14.0,17.0,17.0,7.0,9.0,10.0,11.0,12.0,8.0,13.0,19.0,6.0,11.0,15.0,9.0,7.0,6.0,208.0,1.8245614035087718
[CONFIDENCE],10.0,14.0,22.0,13.0,7.0,16.0,9.0,8.0,9.0,16.0,9.0,3.0,11.0,13.0,7.0,8.0,9.0,12.0,11.0,207.0,1.8157894736842106
[BACK],3.0,6.0,3.0,10.0,6.0,7.0,4.0,3.0,9.0,9.0,18.0,18.0,17.0,16.0,14.0,16.0,14.0,16.0,18.0,207.0,1.8157894736842106
